ticker|headline|date|eventRet|Close
MSFT|Possibly helping Microsoft (MSFT +4.1%) make multi-year highs today are remarks from CFO Peter Klein at a Goldman conference (.doc). Klein suggested Microsoft might boost its dividend (current yield of 2.6%) should the tax situation for offshore cash change. He also claimed it will eventually be possible for older Windows apps to be rewritten for ARM-based (NASDAQ:ARMH) systems - a point of concern for developers.|2012-02-16|0.03316208596473247|25.84
MSFT|It's a multi-year breakout for Microsoft (MSFT +3.7%), trading at $31.19, its highest price going back to February 2008. The next stop on the charts is the $37 area, representing a 10-year high for the stock.|2012-02-16|0.03316208596473247|25.84
NFLX|Credit Suisse attempts triage on Netflix (NASDAQ:NFLX) - in a steep slide following the announcement of Comcast's VOD move - saying the impact will be limited as Comcast's service is only offered to existing subscribers. Netflix remains at the day's lows, -3.4%.|2012-02-21|-0.07967204274797801|16.77
WMT|Currently keeping the DJIA from crossing 13K is Wal-Mart (WMT -3.7%), which missed earnings (after excluding special items) and disappointed those who hoped for the company to being transitioning to higher margins. The conference call offers little solace as executives emphasize EDLP and warn of continued margin compression.|2012-02-21|-0.05612301478547821|48.57
GOOG|"Respondents to a poll at Android and Me are mostly positive on Google's (NASDAQ:GOOG) reported plans to sell information-streaming glasses. But Larry Dignan declares the ""composite sketch"" of a buyer to be that of a ""total dork."" MediaPost, meanwhile, thinks Google could collect a lot of valuable data from the glasses. Microvision (MVIS -6.3%), which has long sought to commercialize such glasses, could be selling off on the news."|2012-02-22|0.002592853623259006|302.83
NFLX|"Netflix (NFLX -5.5%) shares continue to slide, apparently from yesterday’s news that Comcast (NASDAQ:CMCSA) will offer its own streaming video service, but the company receives favorable comments today following Credit Suisse's endorsement. Piper Jaffray reiterates its Overweight rating and $130 price target, believing NFLX's ""content lead is growing"" even as Amazon (NASDAQ:AMZN) and Hulu are “gaining traction."""|2012-02-22|-0.07411666988530596|16.06
NFLX|A leveling out in subscriber additions and competition driving up content costs are the reasons behind Aaron Kessler's downgrade earlier of|2012-02-27|0.003993843900706673|15.63
NFLX|"Netflix (NFLX -2.8%) falls premarket as Raymond James downgrades the stock to ""underperform"" from ""market perform."" Details to follow."|2012-02-27|0.003993843900706673|15.63
AAPL|Apple's (NASDAQ:AAPL) market cap passes $500B, making it the the first U.S. company to top that level since Exxon in 2008. Apple has risen 34% in 2012, but with a PE multiple of 12 times this year’s expected earnings, a new iPad and possibly phone on the way, not to mention a potential dividend, the bulls are charging. Shares +1.4%.|2012-02-29|0.03531803895866048|67.08
MSFT|"As praise for Windows 8 (MSFT +1.4%) rolls in, hardware partner Nokia (NOK -2.2%) isn't sharing the love. “Mobile World Congress has been a big disappointment for Nokia,""  Nomura says, with a ""very difficult Q1"" on the horizon. But a Canalys analyst says NOK isn't getting the credit it deserves for delivering ""four credible handsets on a new  platform that are competitive in just over a year."" (also)"|2012-03-01|0.006613094002694053|26.66
ADBE|Adobe (ADBE -1.5%) drifts lower after Piper Jaffray says its channel checks suggest the company may see a slight upside to Q1 results, but not much. The firm maintains its Neutral rating with a $30 price target.|2012-03-05|-0.03311272654414288|33.22
NFLX|"Netflix (NASDAQ:NFLX) +1.3% AH after Reuters reports Reed Hastings has ""quietly met"" with execs at top cable providers about making Netflix available as a subscription option. It's added ""at least one cable operator could experiment with offering Netflix"" by year's end. Hastings recently suggested Netflix will eventually be included in cable packages."|2012-03-06|-0.0882324144804254|15.3
AAPL|Its stock diving on the apparent bad news from the Apple (NASDAQ:AAPL) conference, Netflix (NASDAQ:NFLX) takes to its blog, VP Bill Holmes saying customers can sign up for the service from their Apple TV and pay via their iTunes account. Thanks to Apple, the picture and audio promises to be improved as well. Down 4% minutes ago, shares now off 2.1%.|2012-03-07|0.016634626985497225|65.63
AAPL|Apple (NASDAQ:AAPL) has decided to keep the 16GB versions of the iPad 2 around at price points of $399 (Wi-Fi only) and $529 (Wi-Fi/3G). The price cuts stand to make life even more difficult for rival high-end tablet vendors, which in turn could spell trouble for chip suppliers such as NVDA, ATML, and CY. However, Barnes & Noble (BKS +4.8%), whose Nook Tablet goes for $199-$249, is actually spiking higher. Amazon (AMZN +1.5%) is largely unchanged. (more)|2012-03-07|0.016634626985497225|65.63
NFLX|Netflix (NFLX -0.8%) gives up big early gains and turns red as Tim Cook says iCloud - with 100M customers - now supports movies that can be downloaded to any Apple (NASDAQ:AAPL) device.|2012-03-07|-0.023849015827609232|15.03
MSFT|A number of select employment-related stocks are running hot after the rise in jobless claims doesn't alter the general perception that the labor market is trending positive. Also in the mix, M&A speculation stirred up last week on word that Monster Worldwide was exploring strategic alternative and more chatter this week that LinkedIn could be taking a look. Gainers: LNKD +5.5%, MWW +3.8%, KELYA +3.1%, MAN +2.8%, DHX +5.1%.|2012-03-08|0.013394289507344004|26.43
JPM|Morgan Stanley hikes its price target for JPMorgan Chase (JPM +1.4%) shares to $45 and raises its earnings estimates for the bank, citing higher margins and improved loan growth.|2012-03-08|0.04304484498500183|31.8
JPM|Other bank stocks react to JPMorgan (NYSE:JPM) receiving Fed permission to return capital to shareholders: C +6.4%, BAC +4.6%, WFC +4.9%, MS +4.5%, GS +6.2%. Financials ETF: XLF +3.6%.|2012-03-13|0.06257420826037619|34.12
JPM|Markets move off the JPMorgan (JPM +5.8%) dividend bump, if not from the Fed's (in)action on policy. S&P 500 now +1.4% to 1,390, Nasdaq +1.4%.|2012-03-13|0.06257420826037619|34.12
AAPL|With ~$100B in cash on the books, CEO Tim Cook has  said Apple's (AAPL +2.2%) board is studying what to do with the money. and Bernstein's Toni Sacconaghi offers a counter-intuitive idea: AAPL ought to bolster its potential payout by tapping the credit markets for $50B-$100B, with its low debt-to-capital ratio and premium bond rating, and given today's ultra-low rates.|2012-03-13|0.07947355314530591|70.26
AAPL|Another day, another new high for Apple (AAPL +3%); the world's biggest fruit company is now worth $545B, nearly twice as much as Microsoft. In addition to Morgan Stanley's note, shares are getting a boost from Canaccord's Mike Walkley, who reports shipping wait times for the new iPad have risen to 2-3 weeks. Walkley now expects Apple to sell 65.6M iPads this year, and 90.6M next year. (previously)|2012-03-14|0.06014540383300149|72.91
NFLX|Netflix (NFLX -2.8%) is upgraded to Buy at S&P|2012-03-14|0.03798602704476428|15.04
ADBE|More on Adobe's (NASDAQ:ADBE) FQ1: Deferred revenue rose 3% Q/Q to $549M. The company expects FQ2 revenue of $1.09B-$1.14B and EPS of $0.57-$0.61, in-line with a consensus of $1.1B and $0.60. Taking into account its $400M acquisition of Efficient Frontier, Adobe expects FY12 revenue growth of 6%-8% and EPS of $2.38-$2.48, compared with a consensus of 4.7% growth and $2.42. Adobe, which was up 22% YTD, is down 4.4% AH. (PR)|2012-03-19|-0.028959870127829634|34.51
ADBE|Adobe Systems (NASDAQ:ADBE): FQ1 EPS of $0.57 in-line. Revenue of $1.05B (+2% Y/Y) in-line. Shares -4.4% AH. (PR)|2012-03-19|-0.028959870127829634|34.51
AAPL|"Apple (NASDAQ:AAPL) says on its conference call (webcast, live blog) it can finance its planned dividend and buybacks without having to repatriate foreign cash. Nonetheless, the company says it says it plans to keep a healthy amount of domestic cash (currently around $30B) on hand for investment opportunities. Apple will ""periodically"" review its dividend payout. Shares +1.9%."|2012-03-19|0.03458303827618403|74.34
AAPL|Quick take on Apple's (NASDAQ:AAPL) announcement: The dividend results in an annual yield of 1.8%. Based on a consensus FY12 EPS estimate of $43.13 (likely conservative), the dividend provides a conservative payout ratio of 25%. In FQ1, Apple saw its diluted share count increase by 8.4M shares Y/Y. Neutralizing the impact of such a dilution rate at current prices would require ~$4.9B worth of annual buybacks. AAPL +1.5%. (PR) (webcast) (live blog)|2012-03-19|0.03458303827618403|74.34
AAPL|Apple (NASDAQ:AAPL) has reopened for premarket trade following the dividend announcement. Shares have given up earlier gains in the 3% range, now -0.9%.|2012-03-19|0.03458303827618403|74.34
AAPL|Wedbush ups its price target for Apple (AAPL +2.8%) to $750 from $585, believing the shares remain reasonably valued. The company also raised its FQ2 iPad sales estimate to 12.7M units from 11.6M, and says it expects an integrated Apple TV in late summer and the new iPhone introduction this fall to be the biggest upgrade cycle yet.|2012-03-19|0.03458303827618403|74.34
AMZN|Though it opened lower, Amazon (AMZN +3.7%) finished the day with a solid gain, as analysts rushed to praise its acquisition of Kiva (I, II). Goldman and JPMorgan note the potential of Kiva's technology to put a lid on Amazon's soaring headcount and fulfillment expenses, and UBS, which believes Kiva generated $100M in 2011 revenue, thinks the deal should be accretive going forward.|2012-03-20|0.03612784857176887|192.33
ADBE|Following yesterday's FQ1 report (I, II), Adobe (ADBE -4.3%) receives an upgrade to Sector Perform from RBC, and a downgrade to the same rating from Pac Crest. The former is pleased with Adobe's transition to a subscription-based model, while the latter is worried about soft Creative Suite sales ahead of CS6's arrival. Piper, meanwhile, is optimistic CS6 demand will be strong. (transcript)|2012-03-20|-0.006654240820311852|33.16
NFLX|Netflix (NFLX +5%) says it will  stream a new, original series, Hemlock Grove, with 13 episodes beginning in 2013, as it continues to expand its repertoire of original content and differentiate itself from the competition. By the middle of 2013, NFLX will have five original series for streaming, according to its chief content officer. (previously)|2012-03-21|0.03889960610952925|17.16
MSFT|Goldman Sachs upgrades LinkedIn (LNKD) to a Buy rating after channel checks show increasing user engagement and positive hiring solutions trends. Analysts with Goldman set a $135 price target on LNKD - repping 47% upside potential. Shares +3.3% premarket.|2012-03-21|-0.006384782431424929|26.35
TSLA|Luxury electric auto maker Tesla Motors (TSLA -1.7%) is reportedly using customer down payments to finance its operations and stay in business. If revenue from down payments decreases, the company would become more dependent on the federal government, whose assistance to clean energy companies is coming under increasing scrutiny.|2012-03-22|-0.025204669572984284|34.4
AAPL|"Apple (AAPL -0.3%) resumes trading after an apparent ""fat finger"" sends the shares from near $600 to $542.80, and sets off the stock's circuit breaker."|2012-03-23|0.007684917938902247|73.71
AAPL|No sooner are the pixels posted on Apple's (NASDAQ:AAPL) rare underperformance in today's session then the stock jumps 1.5% in minutes, apparently as the path has been cleared for the new iPad to soon makes its retail debut in China. Shares now +1.6%, inline with the Nasdaq.|2012-03-26|0.025174343144459432|75.07
TSLA|Tesla Motors (TSLA +3.7%) is upgraded to Buy from Hold at Wunderlich with a $49 target price raised from $30, as the firm expects ramped-up production after visiting the TSLA factory and corporate headquarters. The firm says it was clear that between what was on the floor and what was coming in from suppliers, production was at or ahead of  schedule. (previously)|2012-03-26|0.1025540174679882|37.4
GOOG|DigiTimes reports that Google (GOOG +1.5%) this summer will release a 7-inch tablet manufactured by Taiwan's Asustek. The model is expected to be priced at $199, meant to compete with Amazon's (NASDAQ:AMZN) Kindle Fire at the same price. A separate NY|2012-03-28|-0.0012625721506196452|326.66
AMZN|Whole Foods Market (WFM) -2.1% premarket after Goldman Sachs downgrades shares to Neutral from Buy while raising its price target to $88 from $85. The firm says the strong fundamental story is unchanged, but it sees  only 2.8% upside to its upwardly revised price target.|2012-03-29|-0.013946234374554|204.61
AAPL|"Apple (AAPL -1.6%) is underperforming today on above-average volume. The Fair Labor Association's discovery of ""non-compliances"" at Foxconn's Chinese facilities, together with Apple and Foxconn's agreement to address the issues via new hiring and other measures, could have investors worried Apple will see higher manufacturing costs and lower margins."|2012-03-30|0.002419606928828588|74.15
MSFT|"Shares of LinkedIn (LNKD) move up 2.9% premarket after Susquehanna raises its rating on the company to Positive from Neutral. The company has also seen some 
insider buying"|2012-03-30|0.0030183012854636537|26.64
AAPL|"Apple (AAPL +2.3%) rallies after Topeka Capital's Brian White decides to one-up his many bullish peers by starting coverage with a $1,001 PT (no typo). White, who made plenty of positive remarks about Apple while at Ticonderoga Securities, praises Apple's brand for being ""able to touch the soul of consumers of all backgrounds."" He also thinks China and a TV set could help out some."|2012-04-02|0.032240988912689894|76.51
AMZN|Amazon (NASDAQ:AMZN) is downgraded to Neutral at BAML, saying estimates for the company are too high. The Street currently expects Q2 EPS guidance of $0.49, but ML believes it could be just $0.27. Shares -2.4% premarket.|2012-04-02|-0.024157771469794143|198.05
TSLA|Shares of Tesla Motors (TSLA +2.9%) kick up a gain after a flood of auto sales reports tips off that fuel-efficient cars are gaining more favor with consumers.|2012-04-03|-0.05782016533092904|38.01
AAPL|"Piper's Gene Munster isn't the only Apple (AAPL +2.1%) perma-bull giving its shares a lift today. JPMorgan's Mark Moskowitz (previously) is raising his PT to $715, arguing his firm's research indicates iPhone/iPad shipment activity within the supply chain ""implies major upside potential"" to prior estimates. In addition, Auriga's Kevin Dede is starting coverage with a Buy and $700 PT, while praising Apple for having an unmatched app ecosystem."|2012-04-03|0.04111394373371635|77.83
AAPL|"Apple (NASDAQ:AAPL) gets another $1K price target, this time from the ""ax"" on the stock, Gene Munster, who lifts his official target from $718 to $910, but says it could reach $1K in 2014. Shares +0.8% premarket."|2012-04-03|0.04111394373371635|77.83
AMZN|Investors underestimate the variable costs in Amazon’s (AMZN -2.9%) business, costs that could hold back margins for longer than expected, Morgan Stanley says in reiterating an Equal Weight rating on shares. While investors are dazzled with the “incremental gross margin” AMZN achieves, those figures “exclude relevant variable costs, which artificially inflate reported gross margins.”|2012-04-04|-0.018207054826412827|193.99
MSFT|Fodder for the technicians: Microsoft (MSFT -2.7%) crashes beneath its 50-day moving average at the same time its chart forms a nasty head and shoulders pattern. (h/t John Melloy)|2012-04-04|-0.023541596917901364|25.77
MSFT|Jim Cramer gives some love to Microsoft (MSFT +1.1%), noting on last night's Mad Money that the stock is a buy in front of a product refresh and both Windows 8 and the next-generation Xbox are slated to debut over the next year. MSFT's cozy 2.54% yield also catches the eye. (video)|2012-04-05|-0.026109901306714756|26.03
TSLA|Abu Dhabi National Energy sells off its stake in Tesla Motors (TSLA -2.1%), according to reports. The state-owned utility company had held close to 7% of Tesla's shares.|2012-04-09|-0.07424470834201957|33.15
AMZN|Amazon (AMZN -2.1%) plans to add a feature to it apps for Kindle and Android devices that allows users to make purchases using the firm's one-click purchasing feature. The move should help Amazon attract better apps and content by empowering developers to charge for digital content and subscriptions.|2012-04-10|-0.03315495204293173|186.98
MSFT|Jumping out in Microsoft's (MSFT -0.2%) $1B deal for AOL's (AOL -1.9%) patents is the huge break-up fee: $211M - 20% of the deal price - if it doesn’t close in a timely manner. WSJ reports the high fee represents the culmination of a “really competitive” auction process, in which AOL was concerned with the specific terms of the deal and not the price tag alone.|2012-04-10|-0.037669807800563615|25.16
GOOG|"Google (NASDAQ:GOOG): Q1 EPS of $10.08 beats by $0.43. Revenue of $8.14B (+24% Y/Y) misses by $10M. Company announces ""effectively, a 2-for-1 stock split"" with a new class of nonvoting shares. Shares +1.2% AH. (PR)"|2012-04-12|-0.0023988302595926436|324.29
JPM|JPMorgan Chase (JPM +2.1%) kicks off quarterly earnings reports for the big banks tomorrow, and S&P Capital IQ raises its rating on the shares to Buy from Hold with a $49 target price from $42 on expectations of a mostly positive report and an attractive valuation. The Street expects EPS of $1.12 on revenue of $24.37B, both lower than in the same period last year.|2012-04-12|0.007014331653353856|35.49
MSFT|LinkedIn (LNKD +7.2%) jumps after SunTrust starts coverage with a Buy, and Morgan Stanley (Overweight) lifts its PT to $115 from $105. MS says its analysis of LinkedIn's sales efficiency found the company's recent aggressive hiring had a minimal impact on productivity, and that leads the firm to hike its margin forecasts. SunTrust is also starting Google (GOOG +1.3%), Web.com (WWWW +5%) and Netflix (NFLX +3.2%) at Buy.|2012-04-12|0.011302610921649747|25.58
JPM|"JPMorgan Chase's (JPM -2.8%) better than expected Q1 had analysts asking whether it might use a special dividend to return capital, but Jamie Dimon shot down the idea, saying the possibility was ""off the table"" since the bank doesn't yet know the final shape of new capital requirements. ""No bank is so strong that it should throw caution to the wind,"""|2012-04-13|-0.014767574091400504|34.2
JPM|"Better than expected earnings may not be helping JPMorgan (NYSE:JPM) shares, but as one of the largest U.S. credit card issuers, Citi analysts think its positive trends bode well for issuers. JPM's Y/Y growth rate of card spending is moving up and Q2 charge-offs are expected to improve, apparently ""a sold read through"" for V +1.5%, MA +1.7% and AXP -0.9%."|2012-04-13|-0.014767574091400504|34.2
AAPL|Possibly contributing to today's weakness in Apple (AAPL -2.5%) is another cautious note from Wedge Partners' Brian Blair (previous), who argues FQ2 iPad expectations are too high. Blair believes just 11M iPads were sold in FQ2, well below a consensus of 13M. He also worries iPhone sales (the majority of Apple's gross profit) could disappoint if estimates rise further.|2012-04-13|-0.07501421951350729|74.85
GOOG|"Google (GOOG -2.4%) is now heading south following its Q1 report and ""stock split,"" even though analyst targets are moving higher in response. Wells Fargo is joining Deutsche in predicting shares will tread water over the near-term, but that mobile ad rates will eventually improve. Benchmark, however, is concerned about the impact of Google's mobile revenue-sharing deals, and the inability of high-end Android tablets to compete against the iPad. (transcript)"|2012-04-13|-0.04657202773371072|311.13
AAPL|There's no clear trigger behind the latest selloff in Apple (AAPL -3.4%); shares are now down 9% from their Tuesday high. Some speculate Texas Instruments' (NYSE:TXN) addition to the NASDAQ 100 (NASDAQ:QQQ) is playing a role, as index funds will need to sell some Apple to rebalance, but that can't explain why fellow large-cap index members Microsoft (MSFT +0.9%) and Intel (INTC +1%) are up. With Apple still up 43% YTD, perhaps a breather was inevitable.|2012-04-16|-0.018719585655126214|71.75
MSFT|More on Microsoft's FQ3: Windows division revenue +4% Y/Y, a sharp turnaround from FQ2's 6% drop and a positive for the PC industry. Office division +9%, a notable pickup from FQ2's +3%. Server & Tools +14% (+11% prior), fueled by SQL Server and System Center. Entertainment & Devices -16% (+15% prior) due to soft console market, swings from a $210M profit to a $229M loss. Online Services (Bing) remains a cash sinkhole, losing $479M. MSFT +2.5% AH. (PR)|2012-04-19|0.03177506926288032|25.61
MSFT|Microsoft (NASDAQ:MSFT): FQ3 EPS of $0.60 beats by $0.02. Revenue of $17.41B (+6% Y/Y) beats by $230M. Shares +1.8% AH. Company lowers FY12 operating expense guidance to|2012-04-19|0.03177506926288032|25.61
AAPL|"Apple (NASDAQ:AAPL) -1.3% after Canaccord's Mike Walkley, a long-time bull, slashes his FQ3 iPhone sales estimate to 29.34M from 33.58M, and his FQ4 estimate to a mere 26.11M from 33.58M. Walkley, who is nonetheless raising his PT to $740, says recent checks indicate iPhone sales have ""modestly declined in certain developed markets,"" and expects this trend to continue due to new Android launches, Verizon's LTE promos, and iPhone 5 anticipation. FQ2 results are due on Tuesday."|2012-04-19|-0.06118814969630526|72.65
MSFT|Microsoft (MSFT +5.6%) jumps towards new 52-week highs following its FQ2 beat, which was fueled by strong enterprise Windows sales, and growing subscription license revenue for Office and server solutions. BofA (Buy) expects a still-low valuation and a giant upcoming product refresh to drive shares higher. Goldman (Neutral) is more guarded, expecting shares to be range-bound until Windows 8's fall arrival. (transcript)|2012-04-20|0.03206645746794623|26.77
NFLX|"Citi's Mark Mahaney notes Netflix's (NASDAQ:NFLX) guidance for just 200K-800K Q2 domestic streaming net adds (blamed on ""seasonality"") falls below a Street estimate of 1.2M, and makes the company's guidance for 7M 2012 net adds look dubious. Also likely weighing on investors' minds is Reed Hastings' assertion (.pdf) that Netflix's Latin and U.K./Ireland ops will need more than 8 quarters to ""reach sustained profits."" NFLX -16.4% AH. Earnings call starts at 6PM ET (webcast)."|2012-04-23|-0.18821940893613032|14.55
NFLX|Netflix's Q2 guidance: The company sees domestic streaming subs rising to just 23.6M-24.2M in Q2, and international subs to just 3.45M-4M. DVD subs are seen falling to 8.95M-9.35M. Revenue of $873M-$895M is expected for Q2, below a consensus of $897.4M. EPS of -$0.10 to $0.14 is expected, above a consensus of -$0.17. NFLX -14.2% AH. (PR - PDF) (more)|2012-04-23|-0.18821940893613032|14.55
NFLX|More on Netflix's (NASDAQ:NFLX) Q1: The Q1 results aren't bad, but Q2 guidance is. Domestic streaming subs rose 1.7M Q/Q in Q1 to 23.4M (guidance was for 22.8M-23.6M), streaming margin up 220 bps to 13.2%. International subs rose 1.21M to 3.07M (2.5M-3.1M expected), business lost $103M. DVD subs fell 1.08M to 10.1M (1.2M-1.8M drop expected), margin fell 680 bps to 45.6%. Free cash flow was $2M. (PR - PDF)|2012-04-23|-0.18821940893613032|14.55
NFLX|Netflix (NASDAQ:NFLX): Q1 EPS of -$0.08 beats by $0.19. Revenue of $870M (+28% Y/Y) in-line. Shares -14.3% AH. (PR)|2012-04-23|-0.18821940893613032|14.55
WMT|Wal-Mart's (WMT -4.1%) Mexican subsidiary, Walmex (OTCQX:WMMVY -15.8%) plummets in early trade in wake of the bribery story. Wal-Mart owns 69% of Walmex and it accounts for about 8% of company's overall profit. Walmex controls about 62% of the Mexican food retail market with EPS growth this year expected around 39%.|2012-04-23|-0.06479734580078489|48.47
WMT|"Use the Wal-Mart (NYSE:WMT) bribery news and reflexive selloff as an ""enhanced"" buying opportunity, says Citigroup (reported by CNBC's John Melloy). Shares -3.8% premarket."|2012-04-23|-0.06479734580078489|48.47
NFLX|Raymond James analyst Aaron Kessler says sell-rated Netflix (NASDAQ:NFLX) could stall out at 26.8M subscribers this year as competiting services cannibalize the U.S. market. The firm reports earnings tonight, with the growth rate of U.S. subscribers set to be one of the most closely-dissected metrics. Shares -1.5% premarket.|2012-04-23|-0.18821940893613032|14.55
AAPL|Unsurprisingly, many Apple (NASDAQ:AAPL) chip suppliers are rising following the company's strong FQ2, even more than the tech sector at large. OVTI +6.7%. QCOM +2.3%. BRCM +4.6%. SWKS +5.6%. TQNT +7.6%. CRUS +8.2%.|2012-04-24|0.06655600006717233|69.29
AAPL|More on Apple: Gross margin was 47.4%, up 270 bps Q/Q and 610 bps Y/Y. Cash/investment balance rose to $110B. Asia-Pac, likely driven by China, played a big role in the earnings beat: sales rose 32% Q/Q and 114% Y/Y, compared with 20%+ Q/Q seasonal drops for the Americas and Europe. iPhone revenue +85% Y/Y with implied ASP of $646, iPad revenue +132%. Mac desktops +8%, Mac notebooks -1%. Retail revenue +38% Y/Y. AAPL +7.4% AH. (PR) (CC webcast)|2012-04-24|0.06655600006717233|69.29
AAPL|More on Apple's FQ2: The company is guiding for FQ3 revenue of $34B and EPS of $8.68, below a consensus of $37.4B and $9.93, though guidance is typically conservative. 35.1M iPhone sales beat whisper number of 32M, though 11.8M iPad sales fall short of a whisper of 13M. 4M Macs sold, in-line with lowered expectations. 7.7M iPods sold, down 15% Y/Y. AAPL +6.6% AH. (PR)|2012-04-24|0.06655600006717233|69.29
AAPL|Apple (NASDAQ:AAPL): FQ2 EPS of $12.30 beats by $2.24. Revenue of $39.2B (+59% Y/Y) beats by $2.4B. 35.1M iPhones sold, 11.8M iPads. Shares +4.4% AH. (PR)|2012-04-24|0.06655600006717233|69.29
GOOG|Today's drop in Motorola Mobility (MMI -2.5%) shares to $37.46, a day after the company scored a favorable ITC ruling, makes clear the Street is worried the Google acquisition won't go through, or perhaps just not at $40/share. Google's announcement it's selling Samsung's Galaxy Nexus for $399 unlocked via the Play Store could have some investors spooked. Arb traders stand to pocket a 6.8% gain if the deal goes as planned. (previous)|2012-04-24|0.02276344494381921|299.51
NFLX|Netflix (NFLX -13%) remains down sharply thanks to the tepid subscriber guidance accompanying its Q1 report. Stifel thinks the guidance raises questions about the size of Netflix's market. Morgan Stanley joins Citi in questioning Netflix's 2012 subscriber forecast, and declares LinkedIn a better buy. Needham reiterates an Underperform, but is pleased content spending growth is declining, and says an upgrade could follow the release of Netflix's 10-Q. (transcript)|2012-04-24|-0.19423268948112282|12.53
AMZN|Amazon states on its Q1 (I, II) earnings call (webcast) that sales from third parties on Amazon's site, which tend to carry lower margins, rose 300 bps Q/Q. The company also says it plans to invest another $800M-$900M on capex in Q2, evidence its aggressive spending isn't letting up. However, few details are provided about the Kindle and e-book disputes. AMZN +13.4% AH.|2012-04-26|0.18702130680985896|195.99
AMZN|More on Amazon's Q1: Operating income of $192M well above guidance, but down 40% Y/Y. Company expects Q2 operating income of -$260M to $40M. North American sales +36% Y/Y (+37% in Q4), international +31% (even with Q4). Merchandise sales +43%, media +19%. Cost of sales growth (+32%) slightly below revenue growth, but fulfillment expense growth (+51%) well above. $960M in shares repurchased. No specifics on Kindle sales. AMZN +10.2% AH. (PR)|2012-04-26|0.18702130680985896|195.99
AMZN|Amazon.com (NASDAQ:AMZN): Q1 EPS of $0.28 beats by $0.21. Revenue of $13.18B (+34% Y/Y) beats by $228M. Expects Q2 revenue of $11.9B-$13.3B vs. $12.8B consensus. Shares +9.7% AH. (PR)|2012-04-26|0.18702130680985896|195.99
AAPL|Apple (NASDAQ:AAPL) followers are all over Cirrus Logic's (CRUS +14.1%) FQ4 report, in which the audio chip supplier beat estimates and suggested sales would rise sharply after a soft June quarter. Capstone believes Apple accounted for 63% of FQ4 revenue, down from 70% in FQ3, and thinks this indicates June quarter iPhone sales will fall to 28M-30M from 35.1M, though iPad sales will rise to 16M from 11.8M. Oppenheimer believes Apple could become an 80% customer by year's end.|2012-04-26|0.07719538438334517|75.15
AMZN|As Amazon (AMZN +13%) takes off following its Q1 report, bulls are encouraged by its continued retail share gains and the 120 bps Y/Y increase in its gross margin, which was fueled by soaring e-book and web services revenue - RBC notes Amazon's GM jump is its largest in 10 years. Others, however, remain worried about Amazon's enormous spending growth. The company hired another 9,400 people in Q1, its biggest increase ever. (more) (transcript)|2012-04-27|0.18779372022344454|226.85
AMZN|"Amazon's (NASDAQ:AMZN) high-flying Q1 report catches the eyes of Goldman Sachs' Heather Bellini who upgrades shares to Conviction Buy from Neutral and boosts her price target to $300. In addition, BofA and SunTrust upgrade to Buy, but JMP Securities doesn't join the party - calling valuation ""unattractive."" AMZN +16.4% premarket."|2012-04-27|0.18779372022344454|226.85
GOOG|More on ValueClick's Q1: The company is guiding for Q2 revenue of $155M-$160M, below a $167.9M consensus. Affiliate marketing revenue is expected to be up only in the mid-single-digits Y/Y, while revenue from owned/operated sites is expected to fall at a high-teens rate. ValueClick appears to be losing share to Google (NASDAQ:GOOG) in the display ad space. VCLK -16.5% AH. (PR)|2012-05-02|0.010167823581361257|302.5
AMZN|Amazon (AMZN +0.2%) announces that Amazon Studios will expand its efforts to develop comedy and kids shows with an online initiative that allows budding producers to submit their content and earn royalties. Unlike most Hollywood decision-making, crowdsourcing will be used to determine which Amazon shows are greenlighted.|2012-05-02|-0.010582298117514544|230.25
NFLX|"Netflix (NFLX -7.6%) closed at levels last seen in early January after Viacom (VIA, VIAB) stated on its FQ2 earnings call Epix's movies will be available on Netflix ""under any circumstance,"" but other streaming partners might also be added. Last week, it was reported Apple (NASDAQ:AAPL) is talking to Epix, which Viacom co-owns with LGF and MGM, about a streaming deal. Netflix's exclusivity ends in September."|2012-05-03|-0.10227449655470588|10.85
MSFT|More on LinkedIn's Q1: Hiring Solutions revenue +121% Y/Y, now makes up 54% of sales. Marketing Solutions (ads) +73%, Premium Subscriptions +91%. International revenue 36% of total (up from 33% in Q4). Registered users grew by 11M Q/Q to 161M. Sales & marketing expenses +124% Y/Y, exceeding revenue growth. R&D expenses +91%. LNKD +10.2% AH. (PR)|2012-05-03|-0.032364162205652414|26.22
MSFT|LinkedIn (LNKD): Q1 EPS of $0.15 beats by $0.06. Revenue of $188.5M (+101% Y/Y) beats by $9.9M. Expects Q2 revenue of $210M-$215M and 2012 revenue of $880M-$900M, above a consensus of $207.9M and $876.8M. Company is also announcing the acquisition of presentation-sharing site SlideShare for $118.8M (45% cash, 55% stock). LNKD +7.6% AH. (PR)|2012-05-03|-0.032364162205652414|26.22
JPM|CLSA's Mike Mayo lowers JPMorgan Chase (JPM -2.6%) to Underperform, not expecting results to get appreciably better than the bank’s so-so Q1. Negative signs for the U.S. economy don't help either, he says, since consumer loans, 60% of JPM’s balance sheet credit exposure, would continue to be a drag on performance.|2012-05-04|-0.03286553526896574|33.05
