datetime,headline,ticker,sentiment
1/5/2020 6:00,$AAPL last month Found buyers at blue box area before turning higher again #elliottwave #trading ,AAPL,1
1/5/2020 5:56,$AAPL Started an impulsive rally from August low which allowed the stock to accelerate higher and break to new all¡K ,AAPL,0
1/4/2020 23:59,Apple $AAPL Price Target Raised to $330.00 ,AAPL,1
1/4/2020 23:59,Apple $AAPL PT Raised to $330.00 at UBS Group ,AAPL,1
1/4/2020 23:58,Macquarie Downgrades Apple $AAPL to Neutral ,AAPL,0
1/4/2020 21:26,$FIT $FOSL $GRMN or $AAPL which smartwatch sells in #india #Millenials ?,AAPL,0
1/4/2020 12:06,Apple posts fourth 'Shot on iPhone' Experiment featuring fire and ice  $AAPL ,AAPL,0
1/4/2020 8:38,Apple $AAPL Rating Lowered to Hold at Jefferies Financial Group ,AAPL,0
1/4/2020 8:37,Apple $AAPL Downgraded to Hold at Jefferies Financial Group ,AAPL,0
1/4/2020 8:37,Apple $AAPL Price Target Raised to $330.00 at Bank of America ,AAPL,1
1/4/2020 0:35,Apple $AAPL Stock Rating Upgraded by Wedbush ,AAPL,1
1/3/2020 23:44,Apple $AAPL Cut to ¡§Hold¡¨ at DZ Bank ,AAPL,0
1/3/2020 14:43,"I finally did the math.Bought 500 $AAPL 11/28/00 @ $18.14 for $9,070Sold 500 $AAPL 3/5/01 @ $20.25 for $10,125¡K ",AAPL,0
1/3/2020 14:19,"On Thursday, Apple $AAPL shares closed at a new all-time high of $300.35 (on a split-adjusted basis), adding $30 bi¡K ",AAPL,1
1/3/2020 10:44,Apple $AAPL Downgraded by Jefferies Financial Group to ¡§Hold¡¨  #stocks,AAPL,0
1/3/2020 10:43,Apple $AAPL Lowered to Neutral at Macquarie  #stocks,AAPL,0
1/3/2020 10:43,Apple $AAPL Downgraded by Loop Capital to Hold  #stocks,AAPL,0
1/3/2020 10:19,Apple $AAPL Lowered to ¡§Hold¡¨ at Loop Capital ,AAPL,0
1/3/2020 9:44,Always keep a close eyes  on leader $AAPL .  Shorts couldn't take down  $6 $7 ..  NOT NOT lower lower !  This¡K ,AAPL,0
1/3/2020 9:22,$AAPL 1H Chart 12/30 presented at  Calling the stock higher #elliottwave #trading ,AAPL,1
1/3/2020 8:55,"Apple Analysts Raise Price Targets, iPhone Still Driving Bullishness Months After Release $AAPL  via @benzinga",AAPL,1
1/3/2020 7:44,$AAPL down 33c !!  Haha !  shorts??,AAPL,0
1/3/2020 7:26,"$AAPL Apple targets raised on iPhone, wearables strength      Bank of America raises its Apple (NASDAQ:AAPL) pri¡K ",AAPL,1
1/3/2020 7:07,Apple Price Target Raised to $330 From $290 at BofA $AAPL ,AAPL,1
1/3/2020 6:24,"$AAPL - Apple targets raised on iPhone, wearables strength ",AAPL,1
1/3/2020 6:05,$AAPL  pt raised to 330 @ BAC was 290,AAPL,1
1/3/2020 5:55,$AAPL PT RAISED TO $330 FROM $290 AT BOFA SECURITIES,AAPL,1
1/3/2020 5:41,$AAPL Apple PT Raised to $330 at RBC Capital$AAPL PT raised to 330 @ BAC was 290$SEDG PT raised to 92 @ GS$PLNT¡K ,AAPL,1
1/3/2020 5:37,$AAPL Apple PT Raised to $330 from $290 at BofA ,AAPL,1
1/3/2020 4:50,$AAPL PT raised to $330 from $295 at RBC Capital,AAPL,1
1/3/2020 4:49,"Apple $AAPL Target Raised as RBC Expects Strong Holiday IPhone Sales, pt $330 from $295 ",AAPL,1
1/3/2020 4:33,?? $AAPL PT RAISED TO $330 FROM $295 AT RBC,AAPL,1
1/3/2020 3:57,@RedDogT3 Like whether or not the $AAPL upgrade to 330 helps or gets sold into,AAPL,0
1/3/2020 3:30,$AAPL PT RAISED TO $330 FROM $295 AT RBC CAPITAL,AAPL,1
1/3/2020 3:28,"Apple $AAPL PT Raised to $330 at RBC Capital, Says Social Media Data Supports Positive Outlook ",AAPL,1
1/2/2020 21:30,"Apple is up over 73,000% since its IPO in 1980, an annualized return of 18.4%. New all-time high today. $AAPL ",AAPL,1
1/2/2020 17:47,@RampCapitalLLC $AAPL Had around 2500 Calls in Nov at .025 and I sold on a pop to .06 thinking it was getting toppy¡K ,AAPL,0
1/2/2020 17:35,"$AAPL Jan 250CSold at $2.55 at big loss a long long time agoThey would've be $50+,  $5K a piece today??????????????",AAPL,0
1/2/2020 17:11,Apple stock reaches record high of $300 per share  $AAPL ,AAPL,1
1/2/2020 15:44,"AAPL closes in on $300, 1/3 of the way to its next trillion, and double 2019 low  $AAPL ",AAPL,0
1/2/2020 13:51,BOught $aapl 03JAN20 300.00 small pos; sold other weeklies this week.,AAPL,0
1/2/2020 13:05,$AAPL About to rip higher ,AAPL,1
1/2/2020 11:13,"$AAPL  Remember this STUPID analyst downgraded to SELL , $150 PT !!  well, since 12/09. less than a mos & AAPL al¡K ",AAPL,0
1/2/2020 9:27,$AAPL 1H Chart 12/22 presented at  Looking for the stock to extend higher #elliottwave¡K ,AAPL,1
1/2/2020 9:25,$AAPL rallied higher from December low and opening a new impulsive rally  #elliottwave¡K ,AAPL,0
1/2/2020 9:25,$AAPL Last month corrected in 3 waves then found buyers at extreme area $258  before turning higher again¡K ,AAPL,1
1/2/2020 9:22,$AAPL rallied to new all time highs and reach our 15 min target area $297 -$301  where longs can take some profit #elliottwave #trading,AAPL,1
1/2/2020 8:24,Sold some more $aapl,AAPL,0
1/2/2020 8:23,"$AAPL As discussed in my Mid-Week Review Video is strong & trying for $300. It got the gap up I was looking for, bu¡K ",AAPL,1
1/2/2020 6:02,"$AAPL  Another day, another record high ! Another YEAR, another record high !!!! :)  $SPY $IGV $QQQ $SOXX !!!!!",AAPL,1
1/2/2020 5:35,All 30 Dow stocks rising premarket; $AAPL Apple on track to open at record high,AAPL,1
1/2/2020 4:27,Apple $AAPL Stock Rating Upgraded by Wedbush  #stocks,AAPL,1
1/2/2020 2:16,Global markets mostly higher on optimism about US-China deal $AAPL #AAPL #Tradeagreements #Tradepolicy¡K ,AAPL,1
1/1/2020 21:15,Asian markets mostly higher on optimism about US-China deal $AAPL #AAPL #Stockindicesandaverages #Stockmarkets¡K ,AAPL,1
1/1/2020 15:09,POLL: is $AAPL rigged if it doesn't gap up to a new all time high tomorrow premarket?,AAPL,1
1/1/2020 0:04,Apple $AAPL Hits New 1-Year High at $289.54 ,AAPL,1
12/31/2019 13:24,$AAPL Hod   Higher than body of ydays candle is bullish !!  Near ATH !!!  $MSFT $QQQ $DIA $OKTA ..,AAPL,1
12/31/2019 10:41,My new years resolution is to start buying more $AAPL premarket to help get it higher before the pesky open market¡K ,AAPL,1
12/31/2019 9:43,$AAPL #AAPL not giving up on trying to get over 292.3 resistance back to hod. Or even all time highs,AAPL,1
12/31/2019 9:30,$AAPL impulsive rally from December low remain in progress and the stock can see higher levels toward $297 - $300¡K ,AAPL,0
12/31/2019 9:29,$AAPL found buyers at blue box area 258 - 254 from where the bounce higher took place #elliottwave #trading ,AAPL,1
12/31/2019 9:03,"$AAPL short int is $14.74bn ; 50.56mm shs shorted;1.14% of float;0.30% borrow fee. Shs shorted down -12.9mm shs, -2¡K ",AAPL,0
12/31/2019 7:36,$LK Hod ... Higher than body of ydays candle is bullish !!  $AAPL green !!!!!!!!!!!!,AAPL,1
12/31/2019 5:51,$AAPL Corrected lower into blue box area earlier this month at $258.7 - $254.9 from where reaction higher is taking¡K ,AAPL,1
12/30/2019 17:57,Corellium Accuses Apple of Using Lawsuit to 'Crack Down on Jailbreaking'  $AAPL ,AAPL,0
12/30/2019 17:23,WhatsApp dropping support for older iOS versions in February  $AAPL ,AAPL,0
12/30/2019 12:57,Those with retirement accounts would be wise to ensure they're in funds with high $AAPL allocations as to ensure th¡K ,AAPL,1
12/30/2019 11:24,$AAPL  .56% higher today from a price per share perspective,AAPL,1
12/30/2019 10:36,"$AAPL $DJI:AirPods and Watch sales will continue to drive Apple¡¦s stock higher in 2020, Citi¡¦s Jim Suva says:",AAPL,1
12/30/2019 9:55,$AAPL breaking out from low $285 entry alerted level for our 1-1 members @OptionsPastor,AAPL,0
12/30/2019 9:34,$AAPL down only 55c and it's a hanging man !  BTD !!  $MSFT $COUP $OKTA $KLAC ...,AAPL,0
12/30/2019 9:33,$AAPL Is still trading within a clear impulsive structure from August low and pullbacks are looking to remain suppo¡K ,AAPL,0
12/30/2019 9:32,$AAPL while today's low is holding then the stock can see further upside toward target area $296 - $299 #elliottwave #trading,AAPL,0
12/30/2019 9:20,$aapl Jan-10-292.5 calls now up +50% @ 3.8 from 2.52 next target: 290-292 stop raised to 2.9 - expires in 11 days ,AAPL,1
12/30/2019 8:37,"The #IBDLive Team running through the stock ready list.$AAPL down nearly 1% today. ""Everyone's saying that Apple'¡K ",AAPL,0
12/30/2019 8:10,"$AAPL  Short term puts see action in Apple with shares poised to finish 2019 up 82%. Shares down $2.83, or nearly 1¡K ",AAPL,0
12/30/2019 5:30,$AAPL fails to do double correction lower & already made new high above this months peak ( $269.25) high favoring m¡K ,AAPL,1
12/29/2019 7:09,$AAPL Continue the rally to new all time highs  #elliottwave #trading ,AAPL,1
12/29/2019 7:08,$AAPL Found buyers early this month after 3 waves pullback then resumed the rally higher again #elliottwave #trading ,AAPL,1
12/29/2019 7:07,$AAPL Traded higher within a strong impulsive structure and current cycle remain in progress #elliottwave #trading ,AAPL,1
12/28/2019 16:42,NEW: Happy Hour #108 - I Let Myself Down $FB $TWTR $GDX $TSLA $AAPL #StockMarket,AAPL,0
12/28/2019 3:04,Apple Inc. $AAPL Sees Significant Drop in Short Interest ,AAPL,0
12/27/2019 19:03,Apple to donate to Australian brush fire relief efforts  $AAPL ,AAPL,0
12/27/2019 11:47,A day early but $AAPL more than likely saw its near term high today Only a fool would say that here of course ,AAPL,1
12/27/2019 11:39,$AAPL  PB just like a drop of water in a bucket !    Shorting an uptrend chart is NOT wise !!,AAPL,0
12/27/2019 11:34,$AAPL turned red taking tech down.  Not all stks R weak.  $AAPL taking indexes down .. doesn't mean we sell ot¡K ,AAPL,0
12/27/2019 11:28,"Some stupid person asks why would I buy $AAPL todaywell, same as all my other buystried to make some $$ ???????????????",AAPL,1
12/27/2019 10:58,Cut all $aapl calls,AAPL,0
12/27/2019 10:15,$AAPL Weekly RSI (10) is 89.90 only higher point in last 7 years was April2012 at 91.48 $SPY $MSFT $GOOGL $GLD $VIX $SPX,AAPL,1
12/27/2019 7:51,Apple to Donate Money to Support Fire Relief Efforts in Australia  $AAPL ,AAPL,0
12/27/2019 4:23,Apple Inc. $AAPL Short Interest Down 20.1% in December  #stocks,AAPL,0
12/27/2019 4:21,Apple Inc. $AAPL Short Interest Down 20.1% in December ,AAPL,0
12/27/2019 0:46,Apple $AAPL Price Target Raised to $350.00  #stocks,AAPL,1
1/18/2020 12:21,"agree. IMO there are 2.5 risks to $ba not heading lower:1) simple market-must-go-up, ETF inflows, dividend champ¡K ",BA,1
1/17/2020 14:04,RT @TheWealthMiner: $BA $BA.d Fitch Downgrades Boeing to 'A-'/'F2'; Outlook Stable ,BA,0
1/17/2020 13:51,"More bad news for Boeing. Fitch downgrades $BA long-term & short-term ratings due to ""continued regulatory risk reg¡K ",BA,0
1/17/2020 13:45,"Boeing Downgraded to A- by Fitch, Outlook Stable",BA,0
1/17/2020 13:43,"Boeing $BA Downgraded to A- by Fitch, Outlook Stable ",BA,0
1/17/2020 13:41,(BA.N)  17 Jan - 03:41:22 PM  - FITCH SAYS BOEING CAPITAL'S LONG-TERM RATINGS HAVE BEEN DOWNGRADED TO 'A-' FROM 'A' - [RTRS],BA,0
1/17/2020 13:41,$BA | Fitch Downgrades Boeing To 'A-'/'F2'; Outlook Stable,BA,0
1/17/2020 12:22,$HENC can run 1000% higher FLOAT LOCKED!  $SES $BNGO $PVBC $FB $MSFT $BA $ASMB $CTRM¡K ,BA,1
1/17/2020 12:11,In this market I¡¦m almost expecting ¡§Analysts rush to upgrade $BA on less deaths expected on their new planes and t¡K ,BA,1
1/17/2020 11:43,JUST IN: Boeing shares slip to the low of the day amid report of a new 747 Max software issue; Boeing tells CNBC th¡K ,BA,0
1/17/2020 11:37,can They just let $ba drop $15 today like it should? whats the point of the bleedout.$ba.d ,BA,0
1/17/2020 11:20,$BA - Boeing: Uncertainty Around The 737 MAX Creates An Excellent Buying Opportunity. Read more and sign up for upd¡K ,BA,0
1/17/2020 11:03,$BA Weiss flaked out; he has been buying several times higher all last year waiting for 2020...oh well... ,BA,1
1/17/2020 10:51,Canaccord Genuity cut Boeing and Spirit AeroSystems price targets. Firm says Boeing could face a charge of more tha¡K ,BA,0
1/17/2020 9:53,ET: BOEING SHARES NOW TRADING LIMIT DOWN 1% IN AFTERNOON WEAKNESS. SHORTS COMING FOR DAVID'S AZZ $BA $BA.D,BA,0
1/16/2020 4:26,$ESTR OVERSOLD down 47% MICROSCOPIC FLOAT Premkt Bounce coming??$HEPA $SES $BNGO $PVBC $FB $MSFT $BA $ASMB $CTRM¡K ,BA,0
1/15/2020 16:52,$ESTR OVERSOLD down 47% MICROSCOPIC FLOAT. 52WKH $4.1 SQUEEZE??$HEPA $SES $BNGO $PVBC $FB $MSFT $BA $ASMB $CTRM¡K ,BA,0
1/15/2020 6:37,Orders At Boeing Drop To A 16-Year Low - ,BA,0
1/14/2020 12:32, wait til they announce a dividend increase (and thousands of layoffs) next quarter $ba $ba.d,BA,1
1/14/2020 12:28,Max crisis: Boeing airplane orders plunge to a 16-year low $BA #BA #Airtraveldisruptions #Transportation ,BA,0
1/14/2020 9:26,Boeing : Orders Fall to 16-Year Low #Boeing #Stock #MarketScreener  ,BA,0
1/14/2020 8:41,"$BA $GE $BX $SPR:¡¥Boeing has not learned its lesson.¡¦ Downgrade warning, lawmaker criticism make for rough fir¡K:",BA,0
1/14/2020 8:39,$BA $DIA #Tradedeal will ramp up #China #aircraft purchases ,BA,1
1/14/2020 7:50,$BA #China ramps up purchases of US goods by $200B over two years #tradedeal  ,BA,1
1/14/2020 6:42,$BA Trade deal will ramp up China aircraft purchases      China has pledged to buy almost $80B of additional man¡K ,BA,1
1/13/2020 23:33,$BA Boeing Persuaded Lion to Drop Simulator Training for 737 Max via ,BA,0
1/13/2020 19:05,Airline stocks drop as problems mount for Boeing and oil rises  by @OscarWGrut ,BA,0
1/13/2020 19:03,$BA $SPR $SPX $DJIA:Boeing Was Just Put on Credit Watch for a Downgrade ¡X But Supplier Spirit Aero Was Cut To Ju¡K¡K ,BA,0
1/13/2020 18:15,Boeing Was Just Put on Credit Watch for a Downgrade ¡X But Supplier Spirit Aero Was Cut To Junk ,BA,0
1/13/2020 16:05,$SPR $BA - Boeing supplier Spirit AeroSystems whacked with Moody's debt downgrade ,BA,0
1/13/2020 15:50,RT @RichardKeppler1: Boeing Scrambling After New CEO Catches Fire During First Press Conference,BA,0
1/13/2020 12:50,$BA record #defense #budget #spaceforce and down 4% when $DIA is up 52% #airbus is at 52 week high ,BA,0
1/13/2020 10:38,#china commitment to fasttrack $ba buys 2000 of them in 5 years ? $dia ,BA,1
1/13/2020 9:24,$ba should sue #iran for deformation of brand reputation stock fell from 342 to 329 ,BA,0
1/13/2020 6:34,"Dennis Muilenburg leaving Boeing with more than $60M raised some eyebrows, but ¡§they haven¡¦t increased his compensa¡K ",BA,1
1/13/2020 6:27,$BA (+0.9% pre) Iranian military acknowledges it shot down Ukrainian Boeing 737 jet by mistake - GW,BA,0
1/13/2020 5:20,New Boeing CEO Dave Calhoun will have his work cut out for him. Analysis from @chrisidore. $BA ,BA,0
1/13/2020 1:17,Boeing $BA Cut to ¡§Hold¡¨ at Berenberg Bank ,BA,0
1/12/2020 16:44,"¡§There¡¦s no question that the Boeing situation is going to slow down the GDP numbers,¡¨ Treasury Secretary Steve Mnu¡K ",BA,0
1/12/2020 7:19,"$BA Iran admits to 'unintentionally' shooting down Ukrainian airliner, blames 'human error' ",BA,0
1/12/2020 6:16,Boeing $BA Price Target Cut to $360.00 by Analysts at UBS Group   #markets,BA,0
1/12/2020 6:15,Boeing $BA Cut to Market Perform at Cowen ,BA,0
1/12/2020 2:00,$BA $GE $SAFRY - Iran admits to shooting down jetliner ,BA,0
1/11/2020 9:09,Iran admitted to 'unintentionally' shooting down Ukrainian Boeing $BA 737-800. Here's what we know so far: ,BA,0
1/11/2020 8:00,$BA Last time we had a bear flag break down this chart really slid quickly. I will be looking at this flag here aga¡K ,BA,0
1/10/2020 23:45,Boeing : Iran Confirms It Unintentionally Shot Down Ukrainian Airliner -- Update #Boeing #Stock #MarketScreener¡K ,BA,0
1/10/2020 21:03,"Breaking - Iran says it 'unintentionally' shot down Ukrainian Boeing $BA 737-800, citing human error, per  @AP",BA,0
1/10/2020 17:09,Boeing $BA Lowered to ¡§Hold¡¨ at Berenberg Bank ,BA,0
1/10/2020 12:44,$GE $DJIA $BA $EADSY $HON:GE¡¦s Stock Is Down as Analyst Takes a Swipe at Its Defense Business:,BA,0
1/10/2020 11:46,$BA bad news keeps dropping but stock isnt dropping. Holding this base well.,BA,0
1/10/2020 10:05,$ba gonna take out last years low soon,BA,0
1/10/2020 9:55,"$BA trading poorly, might be ready to drop here! Won't stay up imo..",BA,0
1/10/2020 9:54,"$SPR down over 1.8% after announcing decision to layoff 2,800 workers:   $BA",BA,0
1/10/2020 9:30,"Spirit AeroSystems confirms plans to cut 2,800 #jobs amid Max grounding $SPR $BA ",BA,0
1/10/2020 9:10,$BA down 1% on systemic disregard for passenger safety $BA.d,BA,0
1/10/2020 9:01,"$BA $SPR:Boeing 737 Max supplier Spirit Aerosystems to cut 2,800 jobs:",BA,0
1/10/2020 9:00,Iran rails at Western government over claims that it shot down Boeing airliner,BA,0
1/10/2020 7:58,fire everyone and scrap the MAX program $ba $ba.d ,BA,0
1/10/2020 3:45,Iran Calls on West to Prove Claims Boeing Jet Was Shot Down - ,BA,0
1/10/2020 0:52,Jefferies Financial Group Analysts Lower Earnings Estimates for Boeing Co $BA ,BA,0
1/9/2020 23:17,"- US government officials are now confident the Ukrainian Boeing 737-800 was shot down by an Iranian missile, citing satellite data",BA,0
1/9/2020 20:24,The US National Transporation Safety Board will join the probe into the Ukrainian Boeing airliner which went down i¡K ,BA,0
1/9/2020 18:04,$BA $DJIA $SPX:The Ukrainian Jet Might Have Been Shot Down by Iran. What That Means for Boeing.:,BA,0
1/9/2020 17:56,Grounding of 737 Max takes growing toll on Kansas suppliers $BA #BA #Aircraftpartsmanufacturing¡K ,BA,1
1/9/2020 17:12,Boeing : U.S. Believes Ukraine Plane Was Shot Down by Iran -- 8th Update #Boeing #Stock #MarketScreener¡K ,BA,0
1/9/2020 15:50,Boeing : U.S. Believes Ukraine Plane Was Shot Down by Iran -- 7th Update #Boeing #Stock #MarketScreener¡K ,BA,0
1/9/2020 14:35,RT @voxdotcom: News reports citing unnamed US officials stated that the Iranian military may have accidentally shot down a Boeing passenger¡K,BA,0
1/9/2020 14:20,Boeing aircraft that crashed in Tehran appears to have been shot down ,BA,0
1/9/2020 13:09,Canadian Prime Minister @JustinTrudeau said evidence indicates an Iranian missile shot down the Boeing $BA 737-800¡K ,BA,0
1/9/2020 12:49,Canadian Prime Minister Justin Trudeau Says We Have Intelligence From Multiple Sources That Iran Shot Down Ukraine Jet $EWC $BA,BA,0
1/9/2020 11:07,"US officials have a ""high level of confidence"" that Iran shot down the 737 aircraft. $BA",BA,0
1/9/2020 11:04,Boeing : U.S. Believes Ukraine Plane Was Shot Down by Iran -- 5th Update #Boeing #Stock #MarketScreener¡K ,BA,0
1/9/2020 10:53,Added $BA 333.10 and $336.50 in my longer term today I really do like this name with a decent dividend been beaten¡K ,BA,1
1/9/2020 10:34,As @realDonaldTrump raises suspicions that an Iranian missile was the cause of a Boeing $BA 737-800 crash that kill¡K ,BA,1
1/9/2020 10:23,Crushed it on $BA calls today. paid $.79 and sold most over $1.5. #ICEMAN ,BA,0
1/9/2020 10:12,$BA it's believed Iranian missiles brought down plane.,BA,0
1/9/2020 10:08,"BREAKING: The Boeing 737 passenger plane that crashed in Iran was shot down by Iranian missiles, spy satellite evid¡K ",BA,0
1/9/2020 9:56,the direction this 20 point base in $BA breaks will be pretty interesting. I think higher but I have no position,BA,1
1/9/2020 9:42,$BA - Iranian missile may have brought down plane over Tehran; Boeing shares rise ,BA,0
1/9/2020 5:37,FY2020 EPS Estimates for Boeing Co $BA Lowered by Analyst  #stocks,BA,0
1/9/2020 3:58,"Boeing : Jet Was on Fire Before Crash, Iran Says; Investigators Consider Hostile Act -- 2nd Update #Boeing #Stock¡K ",BA,0
1/9/2020 3:28,"Boeing : Investigators Say Boeing Jet Was on Fire Before Crash, Remain Open to Hostile Act... #Boeing #Stock¡K ",BA,0
1/9/2020 1:00,"The Boeing Co. 737-800 jetliner that crashed in Iran, killing everyone on board, was most likely brought down by an¡K ",BA,0
1/8/2020 22:19,$BA (IR) Initial Iran Investigation Report: Witnesses to Ukrainian Boeing airliner crash saw plane on fire prior to¡K ,BA,0
1/8/2020 20:29,Boeing here is the video of the plane going down in Flames. Highly Unlikely it was a missile imo ,BA,0
1/8/2020 13:35,"BA I'm in a few puts, I'm ure I'll get killed but if that Ukrainian 737 has gone down on it's own I think Boeing is¡K ",BA,0
1/8/2020 13:23,$BA $DJIA $GE $UTX $EADSY:Another Downgrade to Sell for Boeing:,BA,0
1/8/2020 12:59,Another Downgrade to Sell for Boeing ,BA,0
1/8/2020 10:27,$BA Cowen downgrades Boeing shares: 'Turnaround will take time' ,BA,0
1/8/2020 10:08,$BA $TWTR Trump Says Iran Standing Down in Confrontation With U.S. via ,BA,0
1/8/2020 10:00,"$BA Planes are falling out of the skies right and left, and the stock is down only 1%, go figure¡K",BA,0
1/8/2020 9:59,"Boeing slips after 737 crash in Iran, rating cut on extended MAX 'crisis' $LUV $BA  ",BA,0
1/8/2020 9:29,"Boeing downgrade, Ciena upgrade among today's top analyst calls $BA $LUV $CIEN $FEYE $CSCO $BYND $MCD¡K ",BA,1
1/8/2020 7:43,time for buffet to announce more buys in $ba,BA,1
1/8/2020 7:10,"$BA (-1.1% pre) Cowen Downgrades Boeing (BA) to Market Perform, $371 PT",BA,0
1/8/2020 6:25,"RT @BloombergCA: Sixty Canadians are among the victims of a Boeing 737 jet that crashed in Iran, most likely brought down by an engine fire¡K",BA,0
1/8/2020 6:15,"$BA (-1.0% pre) Boeing (BA) Shares Down on News of Boeing 737-800 Plane Crash in Tehran, Reportedly Killing All 176¡K ",BA,0
1/8/2020 5:29,"RT @IBD_ECarson: Futures have erased huge overnight lows on the Iran missile attack. Dow futures down slightly, but on $BA and $WBA news. S¡K",BA,0
1/8/2020 5:24,Cowen Downgrades #Boeing To Market Perform On Extended MAX 'Crisis' $BA ,BA,0
1/8/2020 4:49,Boeing $BA Downgraded by Cowen to Hold ,BA,0
1/8/2020 4:40,"Boeing $BA Shares Down 2% on News of Boeing 737-800 Plane Crash in Tehran, Reportedly Killing All 176 Passengers ",BA,0
1/8/2020 4:13,???? $BA DOWNGRADE TO MARKET PERFORM FROM OP AT COWEN,BA,0
1/8/2020 4:09,$BA downgraded to Market Perform from Outperform at Cowen. PT $371 from $419,BA,0
1/8/2020 4:06,"Boeing 737 passenger plane, not the Max, crashes in Iran killing all on board.  $BA shares down 2% ",BA,0
1/8/2020 4:06,Cowen downgrades Boeing to Market Perform on extended MAX 'crisis' $BA ,BA,0
1/8/2020 3:36,"RT @middleeast: BREAKING: Iran says an engine fire most likely brought down the Boeing 737 that crashed Wednesday morning, killing 176 peop¡K",BA,0
1/8/2020 3:31,Cowen Downgrades Boeing $BA to Market Perform ,BA,0
1/8/2020 3:16,$BA PT LOWERED TO $360 FROM $370 AT UBS,BA,0
1/8/2020 1:57,Iran crash: Ukraine Boeing with more than 160 onboard comes down near Tehran ,BA,0
1/8/2020 0:20,Iran plane crash: Ukraine Boeing with more than 160 on board comes down near Tehran ,BA,0
1/7/2020 21:40,Iran plane crash: Ukraine Boeing with 180 aboard comes down near Tehran ¡V reports ,BA,0
1/7/2020 21:12,Thanks for the update. Makes sense. The video shows it was on fire mid air. $BA ,BA,0
1/7/2020 21:03,Iran to Ukraine flight. Tonight. Goes down in Iran. WTF is this.  - this cant be a new Boeing Max. Who was on this¡K ,BA,0
1/7/2020 20:33,"$BA  Iranian media says Boeing 737 suffered technical problems, went down minutes after take-off in Tehran",BA,0
1/7/2020 20:32,"RT @BNONews: BREAKING: Iranian media says Boeing 737 suffered technical problems, went down minutes after take-off in Tehran",BA,0
1/7/2020 8:29,"Doubtful Buffett would buy Boeing, or that Boeing would want a Buffett stamp of approval enough to offer a high int¡K ",BA,1
1/7/2020 8:10,"$BA Buffet buys real bottoms, Boeing is no where near a real bottom... Keep Dreaming! That Rumor is BS! Added Puts!",BA,1
1/7/2020 7:30,Tuesday's Top Analyst Upgrades & Downgrades included $AJRD $BBY $BA $CVX $FEYE $GPS $LOW $MCHP $MU $PSX $PM $TMUS¡K ,BA,0
1/7/2020 6:08,$BA Longbow analyst Chris Olin initiated coverage of Boeing with an Underperform rating and $300 price target.,BA,0
1/6/2020 18:22,Boeing plans to shut down its 737 Max assembly line in mid-January and has begun handing out new assignments to the¡K ,BA,0
1/6/2020 15:15,$INPX down 60%! OVERSOLD AFTERHOURS BOUNCER!???? $IWM $BA $ADBE $CRM $CMG $BYND $CGC $CRON $ADSK $ADI $AUPH $ARWR¡K ,BA,0
1/6/2020 14:53,RT @byChanceSwaim: Spirit AeroSystems offers voluntary layoffs amid Boeing 737 Max uncertainty ,BA,0
1/6/2020 14:27,"JUST IN: Boeing supplier Spirit Aerosystems offers some workers voluntary layoffs amid ""ongoing uncertainty regardi¡K ",BA,0
1/6/2020 13:20,"Highlight: $BA is ""relatively flat right now, even though this morning it was down about 1%,"" @inesreports says. ""T¡K ",BA,0
1/6/2020 10:49,RT @Hipster_Trader: Boeing not even down 1%. Nothing matters,BA,0
1/6/2020 8:24,$BA $SPX $DJIA:Boeing Might Tap Debt Markets. The Dividend Isn¡¦t at Risk.:,BA,1
1/6/2020 8:06,Boeing Might Tap Debt Markets. The Dividend Isn¡¦t at Risk. ,BA,1
1/6/2020 5:48,Boeing stock down more than 1% #premarket. I'll be discussing $BA and the broader market moves on @cnni @firstmove¡K ,BA,0
1/5/2020 11:43,Renton shut down begins tomorrow. We'll see how long it takes for the first RIF to come. $ba $ba.d ,BA,0
1/3/2020 16:03,$DJIA $SPX $COMP $BA $GM:The Dow Fell 234 Points Because Iran and Oil Are Now Center Stage:,BA,0
1/3/2020 15:47,Trading Ideas: Boeing Co.... this company trend down  ?? FREE trade-of-week via ?¡K ,BA,0
1/3/2020 9:39,$SPX $BA U.S. manufacturing-sector slump worsens in December; ISM index hits 10-year low ,BA,0
1/3/2020 7:40,and now cramer spreading $ba fud. knew we were buds deep down $ba.d,BA,0
1/2/2020 20:59,Will $BA fly tomorrow?Got a calls exp tomorrow down like 99% at the closeAny chance for even money tomorrow? ??????,BA,0
1/2/2020 15:24,Investment Analysts¡¦ Weekly Ratings Updates for Boeing $BA ,BA,1
1/2/2020 15:23,Investment Analysts¡¦ Weekly Ratings Updates for Boeing $BA   #markets,BA,1
1/2/2020 15:23,Investment Analysts¡¦ Weekly Ratings Updates for Boeing $BA  #stocks,BA,1
1/2/2020 15:05,Boeing Stock ¡X Not Apple ¡X Did the Most to Lift the Dow to a Record High ,BA,1
1/2/2020 11:51,Trading Ideas: Boeing and Lockheed just got a big earnings forecast upgrade  ?? FREE trade-of¡K ,BA,1
1/2/2020 11:23,"Did you miss your chance to get in Tesla? Catch our full show on $TSLA, $BA and more here:  ",BA,0
1/2/2020 10:53,"good day to buy medium term $ba puts*^""*never advice^just because they're down a ton on what's a more or less in¡K ",BA,0
1/1/2020 11:55,"Exclusive: Airbus beats goal with 863 jet deliveries in 2019, ousts Boeing from top spot  ",BA,1
