"Item","POS","Aff_Score","Neg_Score"
"day commentary","",3.07,3.111
"day consolidation","",2.016,2.056
"day could","",-0.3018,-0.353
"day do","",-0.826363636363636,-0.737
"day Friday","",0.83391304347826,0.869565217391304
"day from","",0.3224,0.460921052631579
"day have","",-0.17056,-0.222923076923077
"day just","",0.704545454545454,0.740909090909091
"day last","",0.783870967741936,0.81958064516129
"day later","",1.071,0.759136363636364
"day live","",1.839,1.941
"day look","",-0.279,-0.265333333333333
"day","NN",0.3595556083703,-0.0127075918673865
"day now","",0.901868852459016,0.68563492063492
"day num","",0.42204255319149,0.383985815602837
"day of","",0.368865021560495,0.349222222222222
"day on","",0.405479591836735,0.473291457286432
"day pullback","",1.69047619047619,1.72857142857143
"day resistance","",-0.57552,-0.55632
"day since","",1.35771428571429,1.3952
"day slope","",3.173,3.214
"day sma","",-0.228333333333333,-0.235666666666666
"day so","",1.30195238095238,1.38513846153846
"day soon","",-0.102384615384615,-0.1314
"day this","",1.11371794871795,1.1871
"day tkr","",-0.164817204301075,-0.172479166666667
"day to","",0.687822343756146,-0.3384
"day today","",0.896193103448276,0.570810810810811
"day trader","",0.540260869565217,1.67723076923077
"day trading","",-0.191333333333333,-0.130846153846154
"day volume","",3.4273734939759,3.46640963855422
"day we","",1.932,2.07980769230769
"day with","",0.4624,0.530055555555556
"day would","",-0.140454545454546,-0.129272727272727
"day/close","NN",0.273272727272727,0.291272727272727
"dayma","NN",-1.82836363636364,-1.983
"days/weeks","NN",-0.0768000000000001,-0.0138823529411765
"daytrade","NN",0.4656,0.54926582278481
"daytrade","VB",0.134827586206897,0.1671875
"daytrader","NN",-0.0195517241379311,0
"dbl","NN",-0.293641025641026,-0.282153846153846
"dbl top","",-2.47028571428572,-2.53707142857143
"dc","NN",-0.038,-0.014047619047619
"dd","NN",1.16245454545455,2.193
"dea","NN",3.45407142857143,2.58873333333333
"dead","JJ",-1.00722424242424,-0.33921875
"dead on","",-2.25694444444444,-2.22805555555555
"deadline","NN",1.37321739130435,1.02344
"deal do","",1.02090909090909,1.05727272727273
"deal","NN",0.837236842105263,-0.30041095890411
"deal on","",-0.1828125,-0.260117647058823
"deal or","",-0.617999999999999,-0.604666666666666
"deal to","",1.02941666666667,1.16584615384615
"deal","VB",0.349438596491228,0.486065573770492
"dealer","NN",1.919,1.941
"dear","RB",-0.0296744186046512,-0.0061111111111111
"death cross","",-2.77376470588235,-2.54281690140845
"death","NN",-1.93945652173913,-1.23942857142857
"debacle","NN",-0.434571428571429,-0.281625
"debate","NN",-0.377333333333333,-0.2984
"debate","VB",0.403714285714286,0.403714285714286
"debit","NN",-0.533368421052632,-0.522947368421053
"debrief","NN",1.919,1.941
"debt ceiling","",-0.901279069767443,-0.939790697674419
"debt free","",1.9,1.941
"debt","NN",-1.27443880038441,-0.00848780487804877
"dec","FW",-0.104695652173913,-0.0766956521739132
"dec","JJ",-0.205116279069768,-0.198260869565218
"dec","NN",-0.0160415913300746,0.972125
"dec put","",-2.7376,-2.98145454545454
"dec","RB",0.0552222222222222,0.0723333333333334
"dec","VB",-0.00507692307692308,0.0435555555555556
"dec.","NN",0.0541369863013699,0.08712
"dec. NUMth","",1.13471428571429,1.17278571428571
"dec.","VB",0.515030303030303,0.4575
"decade","NN",0.4856,0.462631578947368
"decay","NN",-0.5985,-0.477629629629629
"December","NN",-0.09855,0.2163
"December num","",-0.233962264150944,-0.234054545454546
"December NUMth","",-1.0815,-1.05816666666667
"decend","VB",-0.331785714285714,-0.323928571428571
"decending","JJ",0.574,0.59325
"decending","NN",-0.0186923076923077,-0.0136153846153846
"decent","JJ",1.15969139465875,0.0494545454545454
"decent look","",2.403,2.526
"decent setup","",2.563,2.678
"decent volume","",1.98941176470588,2.04023300970874
"decide if","",-0.323928571428571,-0.323928571428571
"decide to","",-0.0925853658536584,-0.0980357142857142
"decide","VB",-0.0834700854700855,0.797142857142857
"decimal","JJ",1.941,1.941
"decimate","VB",-0.359272727272728,-0.351272727272728
"decision be","",0.931333333333334,1.15775
"decision","NN",0.593188976377953,1.18628125
"decision time","",-1.50372727272727,-1.47763636363636
"decisive","JJ",-0.938666666666667,-0.918260869565218
"decl","NN",0.578426966292135,0.54389010989011
"decl wedge","",2.016,2.056
"declare","VB",1.134875,1.25823529411765
"decline from","",-2.07563636363636,-2.2245
"decline","NN",-1.7188085106383,0.38625
"decline num","",-4.6351724137931,-4.6395
"decline to","",-3.38969230769231,-3.59406666666667
"decline","VB",-1.06025806451613,-1.08023412698413
"decNUM","NN",-0.0753103448275862,-0.0707586206896552
"decNUM num","",-0.37725,-0.36225
"decrease","NN",-0.484615384615385,-0.364714285714286
"decrease","VB",-0.690200000000001,-0.650533333333334
"decrease volume","",-1.13839285714286,-1.15660714285714
"deep","JJ",-0.1032,-0.0667916666666667
"deep","RB",-0.498857142857143,-0.453857142857143
"deeper","JJ",-0.516413793103449,-0.506551724137932
"def","NN",0.501666666666666,0.609709090909091
"def","VB",-0.3864,-0.3864
"default","NN",-0.9044,-0.83578947368421
"defend","VB",-0.32321052631579,-0.366818181818182
"defendant","NN",2.241,2.263
"defense","NN",-0.130196078431372,-0.0867692307692308
"defensive","JJ",-0.0985945945945945,-0.0764210526315791
"deficit","NN",-1.964,-2.2603
"definately","RB",-0.04525,-0.01475
"define","VB",0.173557251908397,0.16425
"definite","JJ",-0.0396521739130434,-0.0339130434782608
"definitely a","",0.477478260869565,0.565
"definitely go","",0.740909090909091,0.740909090909091
"definitely not","",-0.351272727272728,-0.351272727272728
"definitely","RB",0.233471014492754,0.261914285714286
"definition","NN",-0.01944,-0.01416
"definition of","",-0.0955263157894736,-0.0847368421052631
"definitly","RB",2.141,2.263
"deflate","VB",-1.676,-1.66133333333333
"deflation","NN",-3.80909090909091,-3.78909090909091
"defy","VB",0.1128,-0.01475
"degree","NN",0.1536,-0.0976315789473684
"deja","NN",-0.216,-0.191351351351351
"del","DT",-0.2454,-0.138272727272727
"del","FW",-0.491363636363637,-0.377916666666667
"delay be","",1.04278571428571,1.17278571428571
"delay","NN",0.653481481481482,2.696
"delay","VB",0.0522452830188679,0.09
"delete","VB",-0.0966,-0.0966
"deliberation","NN",1.36727272727273,1.61353846153846
"delicious","JJ",0.379923076923077,0.489076923076923
"delisting","NN",0.684,0.784166666666666
"deliver","VB",0.0695106382978723,-1.09625
"delivery","NN",3.034,2.02304166666667
"delta","NN",-0.365265306122449,-0.33516
"delusional","JJ",-1.15058823529412,-1.10405263157895
"dem","DT",-0.214666666666666,-0.214666666666666
"demand","NN",0.249566450697194,0.315586206896552
"demand","VB",-0.664578947368421,-0.822
"demark","NN",-0.333795454545455,-0.344
"demise","NN",0.0267142857142857,0.044
"demonstrate","VB",-0.0167586206896552,-0.0122068965517241
"denial","NN",-0.435130434782609,-0.167142857142857
"dent","NN",-0.385090909090909,-0.385090909090909
"deny","VB",0.349222222222222,0.308222222222222
"departure","NN",-0.3952,-0.3864
"depend","VB",0.278016,0.344888888888889
"dependent","JJ",-0.222,-0.117230769230769
"deploy","VB",-0.568636363636364,-0.558636363636364
"deposit","NN",-0.359272727272728,-0.265333333333333
"depot","NN",-0.237857142857143,-0.23
"depression","NN",-1.11066666666667,-1.096
"depth","NN",-0.2415625,-0.189411764705883
"derivative","NN",-2.62742857142857,-2.67928571428572
"desc channel","",-0.958947368421052,-0.937894736842105
"desc","JJ",0.35785,0.4471
"desc","NN",-0.0466439790575916,-0.0457864583333334
"desc t/l","",1.941,1.941
"desc tl","",1.97142857142857,2.01047619047619
"desc trendline","",2.99977142857143,3.09042253521127
"desc triangle","",-1.19,-1.16676666666667
"desc trus","",-0.636066666666667,-0.616933333333334
"descend parallel","",2.123,2.163
"descend t/l","",4.41473214285714,4.455
"descend trend","",4.17774933333333,3.90577777777778
"descend trendline","",1.94365238095238,1.92909952606635
"descend triangle","",-2.5259689119171,-2.48839378238342
"descend","VB",0.718852173913044,-1.1436
"descend wedge","",1.0794375,1.1150625
"descent","NN",-0.30065,-0.4028
"describe","VB",-0.1737,-0.249739130434783
"deserve","VB",0.508090909090909,0.638481012658228
"design","NN",0.215333333333333,0.1064
"desk","NN",-0.495258064516129,-0.486032258064516
"desktop","NN",2.241,2.356
"desperate","JJ",-0.32,-0.250444444444445
"desperately","RB",-0.129272727272727,-0.129272727272727
"desperation","NN",-0.158,-0.158
"despite a","",0.0999375,0.1324375
"despite","IN",0.0710986842105264,-1.318
"dessimation","NN",1.141,1.163
"destination","NN",-0.2964,-0.3864
"destine to","",-0.707000000000001,-0.687866666666667
"destine","VB",-0.558857142857143,-0.549428571428572
"destroy","VB",-0.101333333333333,-0.0531999999999999
"destruction","NN",-0.601846153846154,-0.737
"detail at","",-1.698,-1.67133333333333
"detail","NN",-0.264173913043478,-0.238028169014084
"detailed cbo","",1.9,2.056
"detailed","JJ",0.0789333333333333,-0.00863829787234043
"detailed note","",0.364692307692308,0.398538461538461
"detect","VB",-0.272666666666666,-0.339636363636364
"deteriorate","VB",-2.52855555555556,-2.51144444444445
"determination","NN",2.056,2.056
"determine","VB",-0.664578947368421,-0.605133333333333
"deutsche","NN",-0.0594736842105263,-0.1188
"dev","NN",-0.288166666666667,-0.311333333333333
"develop a","",0.553269230769231,0.585576923076923
"develop","VB",-0.253226851851852,-0.259678899082569
"develope","VB",-0.331785714285714,-0.323928571428571
"developer","NN",0.00975,-0.106117647058824
"development","NN",0.238264150943396,0.317418181818182
"deviation","NN",-0.9295,-0.9185
"device","NN",0.823070422535211,-0.2856
"devil","NN",-1.54707692307692,-1.37169230769231
"di +","",2.74764285714286,2.78571428571429
"di","FW",1.52645454545455,1.56264705882353
"di","NN",-0.359272727272728,-0.351272727272728
"diabetes","NN",1.919,1.941
"diagonal","JJ",-0.4724,-0.4636
"diagonal","NN",-1.55648,-1.5424
"diamond bottom","",2.016,2.056
"diamond","NN",-0.489183333333333,-0.497040983606558
"diamond pattern","",-0.8425,-0.895862068965517
"diamond top","",-3.49457142857143,-3.45942857142857
"diario","NN",-0.322,-0.322
"dice","NN",-0.2996,-0.2908
"dictate","VB",-0.0425882352941177,0.0268421052631579
"didnt","JJ",-0.282333333333334,-0.282333333333334
"didnt","NN",0.58179012345679,0.58179012345679
"didnt","VB",0.336068965517241,0.336068965517241
"die","VB",-1.06565094339623,-0.0919999999999999
"diff","JJ",0.0580909090909091,0.0760909090909091
"diff","NN",0.245486486486487,0.4318
"difference between","",-0.688615384615385,-0.372
"difference","NN",-0.0931612903225807,-0.184642857142857
"different","JJ",-0.254631578947369,-0.403214285714286
"different story","",-0.423076923076924,-0.407307692307693
"different than","",-0.546222222222222,-0.546222222222222
"difficult","JJ",-0.0220909090909091,-0.0160142857142857
"difficult to","",-0.203823529411765,-0.214666666666666
"dig","NN",-0.3952,-0.3864
"dig","VB",-0.0714782608695651,-0.04625
"digest gain","",3.07,3.111
"digest recent","",3.333,2.263
"digest","VB",3.27820909090909,2.07350877192982
"digestion","NN",1.63011111111111,1.71947368421053
"digging","NN",0.842416666666667,0.862583333333334
"digit","NN",-0.252227848101266,-0.290716049382716
"digital","JJ",-0.072,-0.03975
"diligence","NN",0.842416666666667,0.862583333333334
"dilute","VB",-0.557076923076924,-0.2948
"dilution","NN",-0.294279069767442,0.9612
"dime","NN",-0.0126666666666667,0.9612
"diminish","VB",-0.4608,-0.5184375
"ding ding","",0.982625,1.017625
"ding","NN",0.6344,0.652
"dinner","NN",0.00947368421052631,0.1632
"dip and","",4.097,4.263
"dip as","",1.9,1.941
"dip be","",1.61135,1.51429268292683
"dip before","",2.222,2.356
"dip but","",1.9,2.163
"dip","NN",1.95203768044743,0.451719298245614
"dip to","",2.59671232876712,2.6513698630137
"dip","VB",0.866203389830509,0.963504132231405
"direct","JJ",0.125411764705882,0.185447368421053
"direct","VB",1.05323076923077,1.17278571428571
"direction be","",-1.14685714285714,-1.14685714285714
"direction","NN",-0.238320512820513,-0.511739130434782
"direction of","",-0.374615384615385,-0.430964285714286
"directional","JJ",-1.19009090909091,-1.17709090909091
"directly","RB",0.152470588235294,0.108
"director","NN",1.17131707317073,1.24654761904762
"dirt","NN",-0.713533333333334,-0.822
"dirty","JJ",-0.13875,-0.0947058823529413
"disagree","VB",0.425948275862069,0.519241935483871
"disappear","VB",-0.02025,-0.0539583333333334
"disappoint","VB",-1.55334375,-0.0922105263157896
"disappointed","JJ",0.278333333333333,0.206642857142857
"disappointing","JJ",-1.06419512195122,-1.05131707317073
"disappointment","NN",-1.39977272727273,-1.24431818181818
"disaster","NN",-0.923999999999999,-0.6865
"discipline","NN",0.1128,0.28925
"disclose","VB",0.0815294117647059,-0.233142857142857
"disclosure","NN",0.05325,0.0257575757575758
"disconnect","VB",-0.969599999999999,-0.957866666666666
"discount","NN",1.00269230769231,0.4025
"discount retailer","",1.13471428571429,1.17278571428571
"discount","VB",0.4975,0.66276
"discover","VB",1.48894117647059,1.57929411764706
"discovery","NN",2.241,2.356
"discretionary","JJ",-1.3932,-1.3932
"discuss market","",3.07,3.111
"discuss","VB",0.211862068965517,0.187
"discussion","NN",-0.194666666666666,-0.167727272727273
"discussion on","",-1.49046153846154,-1.46523076923077
"disease","NN",1.70761904761905,1.78952380952381
"dismiss","VB",0.574,0.757058823529412
"disney","NN",-0.0753,-0.115
"display","NN",0.427375,0.0619411764705882
"display","VB",-0.260521739130435,-0.240666666666666
"dist","NN",-0.1185,-0.1185
"distance","NN",0.0781578947368421,0.0144761904761905
"distant","JJ",-0.381538461538462,-0.381538461538462
"distract","VB",0.720909090909091,1.07353846153846
"distribute","VB",-0.908727272727272,-0.7255
"distribution $","",-6.144,-6.168
"distribution day","",-3.24547368421053,-3.21178947368421
"distribution in","",-4.58288888888889,-4.54644444444444
"distribution into","",-5.932,-5.892
"distribution","NN",-3.11937254901961,-2.96156038647343
"distributor","NN",-1.38790909090909,-1.14683333333333
"ditm","NN",1.14553846153846,1.62314285714286
"ditto","NN",1.33753846153846,1.35784615384615
"dium","NN",-1.20053333333333,-1.1888
"div","NN",-0.0119635534400616,-0.00691525423728814
"dive","NN",-1.95191803278688,-1.88072131147541
"diverg","NN",-0.086,-0.0805
"diverge from","",-1.67676923076923,-1.64838461538461
"diverge","VB",-1.01833333333333,-0.989632653061224
"divergence $","",-1.4253947368421,-2.9152
"divergence and","",-0.617647058823529,-1.25294117647059
"divergence be","",-1.97842105263158,-1.94821052631579
"divergence between","",-1.89,-1.86272727272727
"divergence in","",-0.487976097224249,-0.846522222222222
"divergence","NN",-0.490262882527967,-0.50805
"divergence num","",-1.50372727272727,-1.47763636363636
"divergence smack","",-5.229,-5.229
"divergence tkr","",-0.972529411764705,-0.950823529411764
"divergence with","",-1.37821428571429,-1.40067857142857
"divergent","JJ",-0.866818181818183,-0.795909090909092
"divi","NN",2.034,2.056
"divide","NN",0.0473333333333334,0.062
"divide","VB",0.960142857142858,1.07992857142857
"dividend","NN",1.10665167539855,-0.0499655172413794
"dividend of","",1.63846153846154,1.67538461538462
"dividend stock","",2.83095238095238,2.24641860465116
"dividend yield","",1.39764705882353,1.43623529411765
"diving","NN",-0.0382352941176471,-0.0562857142857143
"diving trade","",2.403,2.443
"division","NN",0.364866666666667,0.383933333333334
"divvy","NN",-0.481333333333333,-0.6576
"divy","NN",2.28653846153846,1.75925925925926
"dj","NN",-0.230857142857143,-0.271241379310345
"djium","NN",-1.74583333333333,-1.84381578947369
"djus","NN",-0.86632,-0.83044
"dma at","",0.266538461538462,0.403714285714286
"dma be","",-0.365818181818182,-0.351272727272728
"dma","NN",-0.0474827586206896,-0.0497172413793103
"dmi","NN",0.8272,0.3768
"dn","NN",-2.241,-2.2245
"dna","NN",2.034,2.163
"dNUM","NN",-1.08971428571428,-1.17709090909091
"do a","",-0.106666666666667,-0.149563636363636
"do all","",-0.195,-0.181666666666666
"do and","",0.571103448275862,0.521121212121212
"do any","",0.63875,0.5134
"do anybody","",1.2328125,1.35811764705882
"do anyone","",0.713338235294118,0.747705882352941
"do as","",-1.52238461538461,-1.40266666666667
"do at","",-0.313875,-0.222923076923077
"do be","",0.408790697674419,0.583863636363636
"do believe","",1.0528125,1.27125
"do break","",1.02090909090909,1.05727272727273
"do bull","",2.708,2.748
"do but","",0.818181818181818,0.581142857142857
"do dd","",1.9,2.263
"do deal","",0.931333333333334,1.17278571428571
"do everything","",0.0999375,0.2136875
"do expect","",-0.458333333333334,-0.44125
"do for","",-0.0631272727272728,-0.212
"do get","",0.455230769230769,0.6682
"do have","",0.8225,0.927219512195122
"do he","",2.959,3.056
"do here","",-1.42338461538461,-1.32088888888889
"do if","",-0.140454545454546,-0.0878181818181819
"do it","",0.120053691275168,0.272755555555556
"do its","",-0.120571428571429,-0.0760000000000001
"do like","",1.67638888888889,1.95809523809524
"do look","",0.195095238095238,0.348545454545454
"do make","",2.563,2.748
"do more","",0.259411764705882,0.293176470588235
"do much","",-0.367111111111111,-0.399823529411765
"do my","",0.678613636363636,0.794622222222222
"do nothing","",-0.470142857142858,-0.470142857142858
"do now","",1.08181818181818,0.769125
"do num","",-0.0414716981132075,-0.0841052631578948
"do on","",0.587230769230769,0.474785714285714
"do or","",-1.2378,-1.17709090909091
"do people","",1.0107,1.0467
"do say","",0.0425454545454545,0.188181818181818
"do see","",0.155454545454545,0.188181818181818
"do some","",0.2475,0.336837209302326
"do someone","",1.21384615384615,1.25169230769231
"do something","",-0.0802702702702702,-0.108947368421053
"do they","",0.387927272727273,0.422551724137931
"do think","",1.08652173913044,1.29708333333333
"do this","",-0.20601724137931,0.8177
"do tkr","",-0.25851724137931,-0.212896551724138
"do to","",-0.502857142857143,-0.364157894736842
"do today","",-0.331153846153847,-0.250357142857143
"do too","",-0.365818181818182,-0.198153846153846
"do","VB",-0.0532611629756365,0.273980487804878
"do very","",0.633529411764706,0.668823529411765
"do w","",-0.2898,-0.2898
"do well","",1.61554285714286,-0.8005
"do yesterday","",0.825,0.862583333333334
"do yet","",-0.257033333333334,-0.178566666666667
"do you","",0.115333333333333,1.15454545454545
"doable","JJ",-0.135428571428572,-0.128857142857143
"doc","NN",1.27822222222222,1.41721621621622
"docket","NN",2.656,2.815
"doctor","NN",-0.0864,-0.0633
"document","NN",1.27186956521739,2.696
"doesnt","JJ",-0.351185185185185,-0.351185185185185
"doesnt look","",-0.669692307692308,-0.669692307692308
"doesnt","NN",-0.126084507042254,-0.126084507042254
"doesnt","VB",-0.164,-0.164
"dog be","",-1.26,-1.2354
"dog","NN",-0.915884057971014,1.31485714285714
"doji","NN",-0.05175,-0.04625
"dojus at","",-0.362526315789474,-0.347789473684211
"dojus candle","",-0.607999999999999,-0.590736842105263
"dojus","NN",-0.322038147138964,-0.319389645776566
"dojus star","",-1.95369230769231,-1.926
"dollar and","",-0.606,-0.5288
"dollar as","",-0.829777777777777,-0.829777777777777
"dollar be","",-0.861818181818183,-0.843636363636365
"dollar future","",1.55515,1.5941
"dollar index","",-0.550781609195402,-0.533310344827586
"dollar","NN",-0.386048820966603,-0.319125
"dollar stock","",2.708,2.815
"dollar tkr","",-0.140454545454546,-0.549428571428572
"dollar to","",-1.20108333333333,-1.20108333333333
"domestic","JJ",-0.04525,0.026
"dominate","VB",-0.0515294117647059,-0.0463529411764706
"don","VB",0.09546,0.1295
"donate","VB",0.364866666666667,0.532941176470588
"dont be","",1.656,1.656
"dont","JJ",-0.014047619047619,-0.014047619047619
"dont","NN",0.442838709677419,0.442838709677419
"donut","NN",1.941,1.941
"doom","NN",-0.367766666666667,-0.276363636363637
"doom","VB",-1.14968,-0.982692307692307
"door for","",-1.01222222222222,-0.990000000000001
"door","NN",-0.388327868852459,-0.400728
"door to","",-0.5877,-0.5697
"dose","NN",-0.161739130434783,-0.0886666666666666
"dot buy","",3.27,3.485
"dot","NN",0.947078947368421,2.416
"dot","VB",0.745714285714286,0.764571428571428
"double-bottom","JJ",2.504,2.526
"double-bottom","NN",1.47308333333333,1.49325
"double bottom","",1.85049367088608,1.81559090909091
"double digit","",2.37090909090909,1.86685714285714
"double in","",3.016,3.214
"double","JJ",-0.155005684226868,-0.618260869565218
"double my","",1.75540909090909,1.85660869565217
"double","RB",0.0115859872611465,0.0198227848101266
"double top","",-2.58515017064846,-2.55115151515152
"double","VB",1.04248951048951,1.38875
"doubt about","",-0.289454545454546,-0.289454545454546
"doubt it","",-0.478260869565217,-0.42254347826087
"doubt","NN",-0.114782608695652,0.270160714285714
"doubt the","",-0.0990000000000001,-0.214666666666666
"doubt tkr","",-0.129272727272727,-0.129272727272727
"doubt","VB",-0.108359375,-0.028
"doubter","NN",0.954461538461538,1.25914285714286
"doubtful","JJ",-0.558857142857143,-0.549428571428572
"doug kass","",0.176733333333333,0.2068
"doug","NN",0.116875,0.1711875
"down-trend","NN",-0.1488,-0.1422
"down after","",-1.43175,-1.40619444444444
"down again","",-1.63767441860465,-1.33
"down almost","",-1.84218181818182,-1.81236363636364
"down be","",-1.81081395348837,-1.75621739130435
"down below","",-2.67166666666667,-2.44493617021277
"down come","",-3.47186666666667,-3.5178
"down down","",-2.3975,0
"down fast","",-4.144,-4.229
"down from","",-2.24218032786885,-2.18847540983607
"down further","",-2.21494736842105,-1.9208
"down hard","",-2.50407142857143,-2.46223255813954
"down","IN",-1.3251476635514,-0.142983050847458
"down in","",-1.47085714285714,-1.37664
"down into","",-1.92916,-1.90128
"down","JJ",-0.4224875,-0.421189024390244
"down leg","",-1.65115384615385,-1.39821428571429
"down less","",-1.95369230769231,-1.926
"down more","",-1.50372727272727,-1.34505555555556
"down move","",-2.40036231884058,-2.38958904109589
"down now","",-1.626,-1.467
"down of","",-1.70863636363636,-1.68254545454545
"down on","",-1.72688659793815,1.05783333333333
"down out","",-3.89375,-3.85875
"down over","",-1.69231034482759,-1.5603
"down","RB",-1.74452094467604,-0.112193548387097
"down","RP",-1.81627764286517,-0.11539603960396
"down she","",-4.0428,-4.0059
"down side","",-3.34203571428571,-3.20606896551724
"down soon","",-2.73529411764706,-2.36416666666667
"down target","",-2.656875,-2.6235625
"down that","",-5.22837894736842,-5.02058947368421
"down through","",-3.15572727272727,-3.21529411764706
"down thru","",-1.88625,-1.8555
"down tkr","",-3.01830508474576,-2.79354838709677
"down to","",-1.87943076638448,-0.83890909090909
"down tomorrow","",-2.09037037037037,-2.20531034482759
"down towards","",-3.88181818181818,-4.10861538461538
"down trend","",-1.32270658682635,-1.24342857142857
"down under","",-1.64507142857143,-1.3776
"down wave","",-5.42217857142857,-5.4135
"down we","",-3.21857142857143,-2.82354545454545
"down will","",-2.07563636363636,-1.37169230769231
"downgrade by","",-1.04018181818182,-1.01836363636364
"downgrade","NN",-0.359090909090909,0.729375
"downgrade","VB",-0.759702127659575,-0.696208333333333
"downhill","RB",-1.01836363636364,-1.01836363636364
"downleg","NN",-0.450416666666667,-0.44125
"download","NN",0.94,0.96
"downs","NN",-0.00233333333333334,0.212111111111111
"downside ahead","",-3.79555555555556,-3.9105
"downside break","",-5.932,-5.892
"downside come","",-5.492,-5.551
"downside for","",-3.90786666666667,-3.2655
"downside here","",-3.79913043478261,-2.88045098039216
"downside in","",-5.591,-5.551
"downside","NN",-4.83446850854706,-0.054
"downside num","",-4.685,-3.21529411764706
"downside potential","",-4.49129411764706,-4.54655555555555
"downside target","",-3.79457142857143,-3.79514117647059
"downside to","",-4.64295652173913,-4.66946808510638
"downtick","NN",-0.1488,-0.0878181818181819
"downtrend for","",-2.01571428571428,-1.98714285714286
"downtrend in","",-2.211,-2.26725
"downtrend","NN",-0.428784240150094,-0.878263157894737
"downtrend to","",-3.91416666666667,-3.87658333333333
"downtrend","VB",-1.694,-1.67933333333333
"downtrendchannel","NN",-0.352565217391304,-0.34395652173913
"downtrendline","NN",0.216153846153846,0.273846153846154
"downturn","NN",-0.337692307692308,-0.438428571428572
"dowNUM","NN",1.071,1.093
"downward","JJ",-1.06021621621622,-0.880363636363636
"downward","NN",-3.75088235294118,-3.7314705882353
"downward","RB",-3.57857142857143,-3.5845
"dozen","NN",0.255411764705882,0.0925294117647059
"dr","NN",1.37067647058823,1.55571428571429
"dr.","NN",0.2,0.277853658536585
"drag","NN",-2.10663157894737,-1.8508
"drag on","",-4.01958333333333,-3.18153846153846
"drag","VB",-1.40207142857143,-1.19410169491525
"draghus","NN",-1.44928571428571,-1.47071428571429
"dragon","NN",1.57721518987342,1.60822784810127
"dragon potential","",1.9,1.941
"dragon update","",1.9,1.941
"drama","NN",-0.200117647058823,-0.264333333333333
"dramatic","JJ",-0.489521739130435,-0.366153846153847
"dramatically","RB",-0.465714285714286,-0.403571428571428
"draw","NN",-0.222,-0.214666666666666
"draw","VB",-0.116113821138211,-0.109174603174603
"drawing","NN",-0.52125,-0.669692307692308
"dream","NN",-0.191027777777778,-0.15596052631579
"dream","VB",0.441948717948718,0.425809523809524
"dreamer","NN",-0.646363636363637,-0.646363636363637
"dress","VB",-0.21825,-0.236
"drift","NN",-0.346538461538462,-0.416035714285714
"drift up","",4.582,4.623
"drift","VB",0.703636363636364,0.738
"drill","NN",-0.271263157894737,-0.264315789473685
"driller","NN",2.17505555555555,2.19583333333333
"drilling","NN",0.835454545454545,0.96
"drink","NN",-0.024421052631579,-0.0121025641025641
"drink","VB",0.341351351351351,-0.611
"drinking","NN",-0.124,-0.0126428571428571
"drive it","",1.2595,0.987555555555556
"drive","NN",0.261960784313725,0.301980769230769
"drive this","",2.24332926829268,2.0474578313253
"drive","VB",0.802847368421053,0.915428571428571
"driver","NN",0.0165,0.106060606060606
"droid","NN",-0.132307692307692,-0.1365
"drop come","",-1.68866666666667,-1.66133333333333
"drop like","",-2.36875,-2.23064705882353
"drop","NN",-1.17563636363636,0.0278490566037736
"drop num","",-2.26641592920354,-2.18937931034483
"drop off","",-1.10066666666667,-1.06491666666667
"drop out","",-2.11785714285714,-2.08857142857143
"drop over","",-1.806,-1.806
"drop tkr","",-1.914,-1.8865
"drop to","",-1.33754285714286,-1.28095138888889
"drop tomorrow","",-2.725,-2.69083333333333
"drop under","",-1.14806666666667,-0.95890625
"drop","VB",-1.11892857142857,0.119428571428571
"drug","NN",1.25312307692308,1.1305
"drunk","JJ",-0.02025,0.0255
"dry","JJ",-0.294711864406779,-0.236516666666666
"dry","VB",0.0363013698630137,0.01872
"dt line","",0.575833333333333,0.581284403669724
"dt","NN",0.50320253164557,0.51196875
"dtl","NN",-0.362142857142857,-0.354285714285714
"dual","JJ",0.476078431372549,0.493333333333333
"duck","NN",-0.086,-0.279076923076923
"dude","NN",-0.0113684210526316,-0.0345762711864407
"dude","VB",1.17705882352941,0.373052631578948
"due a","",-0.171666666666666,-0.265333333333333
"due for","",-0.395862068965518,-0.386573033707865
"due","JJ",-0.0789664443140831,0.367609756097561
"due num","",0.13855,0.241714285714286
"due time","",2.222,2.356
"due to","",-0.115052835541541,0.2390625
"duh","NN",0.90992,0.92928
"dull","JJ",0.0568,0.398538461538461
"dumb","JJ",-0.0852777777777779,0.148461538461538
"dumb money","",-1.5603,-1.5603
"dumbest","JJ",-0.322,-0.322
"dump in","",-2.1042,-2.0762
"dump","NN",-1.8774,-1.70968965517241
"dump this","",-1.68866666666667,-1.53064285714286
"dump","VB",-0.968697247706422,-0.2504
"dumpage","NN",-0.9445,-0.9335
"dumpster diving","",2.9,3
"dumpster","NN",0.745714285714286,0.811206896551724
"duration","NN",1.37923076923077,1.452
"duration on","",3.403,3.443
"during a","",-0.210769230769231,-0.1016
"during","IN",0.168498125674493,-0.0689999999999999
"during the","",0.205081016512994,-0.0711818181818182
"dwn","NN",-0.833,-0.7755
"dx","NN",-0.29046875,-0.25369696969697
"dxy","NN",-0.776772727272728,-0.846195652173913
"dynamics","NN",-0.7255,-0.7255
"dynamite","NN",0.306166666666667,0.43175
"e","LS",-0.086,-0.0695
"e","NN",-1.0791,-1.04819008264463
